celsr1b	ZDB-GENE-050823-4
si:ch211-203c5.3	ZDB-GENE-131118-8
zgc:114173	
tnfrsf1b	ZDB-GENE-070410-133
dusp2	ZDB-GENE-040801-188
BX323884.1	
FQ311892.1	
sspn	ZDB-GENE-051127-43
CR846093.1	
si:ch73-109d9.4	
CT574585.2	
zgc:92140	ZDB-GENE-040912-161
CU570781.2	
igfbp5a	ZDB-GENE-070620-8
si:ch73-236c18.8	ZDB-GENE-121214-113
fhdc4	ZDB-GENE-131127-25
casp8ap2	ZDB-GENE-030826-8
cdkl5	ZDB-GENE-081022-110
cript	ZDB-GENE-050417-451
LO017849.1	
sftpbb	ZDB-GENE-060526-155
myo1ha	ZDB-GENE-060531-78
zgc:136892	
CR381657.2	
bub3	ZDB-GENE-041010-210
AL928906.1	
safb	ZDB-GENE-030131-698
mvb12a	ZDB-GENE-040426-1240
stap2b	ZDB-GENE-040426-2540
sned1	ZDB-GENE-100913-1
pimr133	ZDB-GENE-041014-155
ccl36.1	ZDB-GENE-140718-2
thoc2	ZDB-GENE-030616-54
RNF180	
CR788281.2	
pla2g15	ZDB-GENE-030131-6948
si:dkey-77f5.15	
si:dkey-27j5.6	
akr1b1.1	ZDB-GENE-040625-7
BX248118.1	
dhcr7	ZDB-GENE-030912-9
cfap57	ZDB-GENE-110411-266
tiam2a	ZDB-GENE-030219-98
zgc:123107	ZDB-GENE-051113-192
echs1	ZDB-GENE-030616-617
BX571809.1	
si:rp71-15k1.1	ZDB-GENE-030131-1113
mis18bp1	ZDB-GENE-030616-151
or126-2	
smg5	ZDB-GENE-050913-144
NRXN2	
gars1	ZDB-GENE-030131-9174
elp3	ZDB-GENE-050327-35
si:ch73-359m17.6	ZDB-GENE-141212-358
ttc9c	ZDB-GENE-040426-1053
si:dkey-280e8.1	
CABZ01096573.1	
CR388046.1	
CR927050.2	
nfe2l2a	ZDB-GENE-030723-2
lingo2a	ZDB-GENE-080327-19
ecrg4b	ZDB-GENE-110324-2
zgc:153867	ZDB-GENE-030131-9170
pglyrp5	ZDB-GENE-050419-71
BX569785.1	
camkmt	ZDB-GENE-090313-49
opn1mw1	ZDB-GENE-990604-42
isg20	ZDB-GENE-100422-17
pitx2	ZDB-GENE-990714-27
rnf20	ZDB-GENE-130404-2
adam12	
zpr1	ZDB-GENE-040426-2110
BX957326.3	
ndufs7	ZDB-GENE-041111-261
si:ch211-114c12.5	ZDB-GENE-060526-13
zgc:162952	ZDB-GENE-070424-98
clk4b	ZDB-GENE-050227-19
slc6a1a	ZDB-GENE-060519-23
shisa9b	ZDB-GENE-081022-105
FO681323.1	
mmgt1	ZDB-GENE-040801-65
rh50	ZDB-GENE-000427-1
cx40.8	
CU571308.1	
ifit16	ZDB-GENE-131120-86
BX005340.1	
LO018188.1	
BX294181.2	
inhbaa	ZDB-GENE-000210-21
si:dkey-59l11.10	ZDB-GENE-120703-17
si:ch211-153b23.3	ZDB-GENE-141216-408
FP102120.2	
AL954129.1	
gng13a	ZDB-GENE-081022-188
atf7a	ZDB-GENE-050721-2
kbtbd2	ZDB-GENE-060929-1262
BX294100.4	
dre-mir-1388	
ppfia2	ZDB-GENE-030131-7905
zbed4	ZDB-GENE-041210-305
zgc:110410	ZDB-GENE-050522-465
ppp1r15b	ZDB-GENE-030829-40
tm9sf1	ZDB-GENE-040801-64
itsn2a	ZDB-GENE-041014-84
CR812464.1	
fhod1	ZDB-GENE-110623-4
gins1	ZDB-GENE-041010-184
CU463847.1	
amy2a	ZDB-GENE-040426-2393
si:dkey-154b15.1	ZDB-GENE-060503-52
cdc42se2	ZDB-GENE-080204-45
rasal3	ZDB-GENE-101130-3
CR450852.1	
bmb	ZDB-GENE-030131-5577
ccdc80l1	ZDB-GENE-120328-4
nudt9	ZDB-GENE-040426-2669
hspa9	ZDB-GENE-030828-12
camlg	ZDB-GENE-040426-2407
si:ch211-156j22.4	
ftr37	ZDB-GENE-070912-486
CT033803.1	
nek12	ZDB-GENE-050410-11
BCR	
BX000700.11	
BX571768.1	
tm4sf5	ZDB-GENE-040718-65
adgrg7.2	
hspd1	ZDB-GENE-021206-1
ppp1r15a	ZDB-GENE-030131-4408
hnrnpa0l	ZDB-GENE-030131-618
si:dkey-238k10.1	
rnf216	ZDB-GENE-081104-199
manba	ZDB-GENE-040426-721
vamp4	ZDB-GENE-040625-92
spon2b	ZDB-GENE-990415-161
dnase2	ZDB-GENE-010724-16
brinp1	ZDB-GENE-130530-847
susd4	ZDB-GENE-110511-1
mecp2	ZDB-GENE-030131-7190
BX511075.1	
znf1165	
or131-2	
BX005003.2	
loxhd1b	ZDB-GENE-081104-370
ela3l	ZDB-GENE-060710-2
smc1a	ZDB-GENE-090506-9
CR932978.1	
thsd7aa	ZDB-GENE-060503-709
myo6a	ZDB-GENE-040819-2
dpp6a	ZDB-GENE-090918-4
si:dkey-34f9.3	
CR774195.1	
hes6	ZDB-GENE-030828-5
adcy7	ZDB-GENE-040713-1
si:ch211-146m13.3	
coa6	ZDB-GENE-070705-152
CR936357.1	
BX004962.1	
C18H19orf54	
NCKAP1L	
CR925777.1	
si:dkey-193i10.1	
acsl5	ZDB-GENE-040912-169
apoa4a	ZDB-GENE-050417-469
rangap1a	ZDB-GENE-060929-492
mrps24	ZDB-GENE-050522-393
rab11bb	ZDB-GENE-040718-293
si:dkey-81j8.6	
kcna2a	
myod1	ZDB-GENE-980526-561
zdhhc3b	ZDB-GENE-061110-19
htr2cl2	ZDB-GENE-120215-109
ryr3	ZDB-GENE-041001-165
shmt1	ZDB-GENE-040426-1558
clstn2	
si:dkey-23f9.4	
BX539313.2	
CU076099.3	
CU634008.1	
rassf7a	ZDB-GENE-091013-3
nudcd3	ZDB-GENE-040426-2255
zgc:158316	
leng1	ZDB-GENE-040912-159
CT737127.1	
dre-mir-93	
kcnj3b	ZDB-GENE-120215-38
hsp90aa1.1	ZDB-GENE-990415-94
narfl	ZDB-GENE-070209-119
dre-mir-92a-1	
BX511128.1	
ccsapa	ZDB-GENE-111116-1
dagla	ZDB-GENE-070619-1
aqp4	ZDB-GENE-040724-152
il4	ZDB-GENE-100204-1
ascl1b	ZDB-GENE-980526-174
CR854979.1	
hmga1a	ZDB-GENE-010502-1
CR854839.1	
tmem174	ZDB-GENE-080819-2
CU469530.1	
timeless	ZDB-GENE-030131-8978
spsb4a	ZDB-GENE-070911-3
BX469912.4	
BX649350.1	
parvb	ZDB-GENE-030131-4411
chst12b	
dre-mir-125a-2	
npffr1	ZDB-GENE-030131-8106
MAP3K11	
CT573342.2	
slirp	ZDB-GENE-030729-30
gramd4a	ZDB-GENE-041210-211
dlgap4a	ZDB-GENE-080219-51
FP102794.2	
gcna	ZDB-GENE-050320-153
arhgef11	ZDB-GENE-070604-1
LO017719.2	
si:ch211-162k9.6	
raly	ZDB-GENE-041010-127
sgpp1	
si:dkey-58j15.10	
ftr57	ZDB-GENE-090312-35
socs7	ZDB-GENE-080204-125
mpeg1.3	ZDB-GENE-081105-5
si:dkey-9i23.16	ZDB-GENE-090313-362
si:dkeyp-67e1.2	
BX927362.2	
pde6ha	ZDB-GENE-040426-1754
gcnt4a	ZDB-GENE-030131-3231
dre-mir-23b	ZDB-MIRNAG-081209-7
si:dkey-30g5.1	
rock2b	ZDB-GENE-060125-2
il1fma	ZDB-GENE-140106-231
CU929374.1	
washc5	ZDB-GENE-040426-838
CR456642.2	
BX649231.1	
si:dkey-68o6.6	ZDB-GENE-141212-381
CABZ01016692.1	
atad2b	ZDB-GENE-110411-210
plod3	ZDB-GENE-021031-4
LO018437.1	
casc3	ZDB-GENE-040308-2
psmd7	ZDB-GENE-030131-5541
syt1a	ZDB-GENE-040718-165
mir196d	ZDB-MIRNAG-050712-2
BX571711.6	
CR391940.1	
BX957301.1	
si:ch211-214j24.10	ZDB-GENE-030131-6301
SPATA1	
CR855277.4	
or106-9	
srxn1	ZDB-GENE-091230-2
dre-mir-219-1	
magi2a	ZDB-GENE-050810-4
gpr137	ZDB-GENE-040718-443
AL954359.2	
CR396590.3	
glt8d2	ZDB-GENE-041210-98
plk2b	ZDB-GENE-070720-17
tm6sf2	
zgc:153659	ZDB-GENE-060825-311
aars1	ZDB-GENE-030131-3663
rhbdd3	ZDB-GENE-070705-39
vrtn	ZDB-GENE-060929-700
crb3a	ZDB-GENE-060610-2
hoxc1a	ZDB-GENE-000822-2
gtf2a2	ZDB-GENE-050522-513
BX908756.2	
si:dkey-201i24.3	ZDB-GENE-141216-307
bloc1s5	ZDB-GENE-030131-3502
yipf6	ZDB-GENE-040625-76
AL929029.2	
CR847870.5	
ccnt2b	ZDB-GENE-030131-183
si:ch1073-209h18.1	
BX897727.1	
dtymk	ZDB-GENE-990603-11
abtb2a	ZDB-GENE-100422-13
chac1	ZDB-GENE-030131-1957
hbae1.3	ZDB-GENE-061207-39
or137-6	
ly6m4	
zgc:100951	ZDB-GENE-040801-141
CU062487.1	
si:dkey-261j11.1	
srsf7b	ZDB-GENE-050913-95
CABZ01087564.1	
phb	ZDB-GENE-030131-6577
adra2b	ZDB-GENE-021010-2
bmp16	ZDB-GENE-100115-1
lysmd3	ZDB-GENE-040625-88
CU462878.2	
BX510989.1	
CR759894.1	
si:ch211-133n4.10	
CR926128.5	
cyp2x7	ZDB-GENE-110114-2
FO704607.1	
kmo	ZDB-GENE-030424-4
pgpep1l	ZDB-GENE-050419-171
tatdn2	ZDB-GENE-081022-51
cmtm8a	ZDB-GENE-060503-738
traj60	
fam117bb	ZDB-GENE-070912-554
her15.1	ZDB-GENE-030707-2
slc27a2a	ZDB-GENE-050706-104
CR381647.1	
dhrs7	ZDB-GENE-060825-21
gja5b	ZDB-GENE-050616-11
si:rp71-46j2.7	ZDB-GENE-160113-120
smad6a	ZDB-GENE-011015-1
si:dkey-246j6.3	
atg2b	ZDB-GENE-131121-626
PRRC2B	
si:dkey-228l14.1	
zgc:165583	ZDB-GENE-070615-30
taf7	ZDB-GENE-020419-18
ptprn2	ZDB-GENE-030131-3758
FO834823.1	
ITLN1	
AL935166.2	
crabp2a	ZDB-GENE-020320-4
kcnj9	
actn4	ZDB-GENE-030131-940
zbtb43	ZDB-GENE-060526-378
sh3gl3a	ZDB-GENE-070112-242
nlrc8	ZDB-GENE-070912-363
si:ch211-253b8.2	ZDB-GENE-030131-4633
rtn2b	ZDB-GENE-060331-95
tmc6b	ZDB-GENE-040718-460
spata6	ZDB-GENE-050417-351
ncam1a	ZDB-GENE-990415-31
htr6	ZDB-GENE-030131-7839
si:dkey-108k21.24	
ska3	ZDB-GENE-030131-2997
si:ch211-162i8.4	
dok4	ZDB-GENE-041008-91
CABZ01078244.2	
smc2	ZDB-GENE-030131-105
epgn	ZDB-GENE-100426-1
CR854897.2	
mtmr6	ZDB-GENE-030131-5557
CT737162.3	
gig2j	ZDB-GENE-081022-181
BX936298.3	
urb1	ZDB-GENE-030131-5181
tspan3a	ZDB-GENE-030131-7787
ehd1b	ZDB-GENE-030131-2069
cyp26c1	ZDB-GENE-050714-2
adgrl3.1	ZDB-GENE-030131-7856
usp16	ZDB-GENE-030131-4153
cnp	ZDB-GENE-030521-29
CT583646.1	
si:ch1073-153i20.5	ZDB-GENE-160113-104
BX088544.1	
maff	ZDB-GENE-040426-1280
psmc4	ZDB-GENE-030131-5083
tex26	ZDB-GENE-120410-5
tyms	ZDB-GENE-040426-59
CR788316.2	
AL929305.1	
snip1	ZDB-GENE-041026-3
fam166c	
sgk2b	ZDB-GENE-060929-44
prl	ZDB-GENE-030513-1
si:rp71-23d18.8	
atp1a1a.5	ZDB-GENE-020501-1
CR388102.7	
fam120b	ZDB-GENE-040801-119
galnt18b	ZDB-GENE-091014-1
zpcx	ZDB-GENE-040824-1
si:ch211-219a4.3	
pimr165	
b4galt5	ZDB-GENE-060628-3
CT583728.3	
dusp6	ZDB-GENE-030613-1
si:ch211-67f24.7	
si:dkey-235d18.5	
zgc:174164	
elmsan1a	
rbbp9	ZDB-GENE-050208-692
CR936518.2	
eno3	ZDB-GENE-031006-5
CR936479.1	
atxn3	ZDB-GENE-040426-983
scai	ZDB-GENE-060526-57
gabra6b	ZDB-GENE-080815-1
zgc:101663	ZDB-GENE-041114-149
BX470083.2	
nsmfa	ZDB-GENE-091204-32
znf1063	
si:dkeyp-80d11.4	ZDB-GENE-060503-184
FO904901.1	
vash2	ZDB-GENE-041014-355
mad2l1	ZDB-GENE-030515-3
lman2lb	ZDB-GENE-060929-256
scn2b	ZDB-GENE-070920-1
dre-mir-18c	
si:ch211-62a1.4	
BX323812.2	
dicp1.17	ZDB-GENE-120306-10
CABZ01037147.1	
rsu1	ZDB-GENE-030616-518
hic1l	ZDB-GENE-030620-1
CT027646.4	
ntan1	ZDB-GENE-040426-1896
gramd1ba	ZDB-GENE-091118-87
CABZ01073424.2	
si:dkey-89b17.4	ZDB-GENE-030131-8215
si:ch211-255g12.6	ZDB-GENE-081104-198
znf1023	ZDB-GENE-080218-24
cd164	ZDB-GENE-030131-1598
atp6v1f	ZDB-GENE-040718-259
si:ch211-77g15.32	ZDB-GENE-070912-320
pnn	ZDB-GENE-060519-3
olfcg7	ZDB-GENE-081029-5
cnr2	ZDB-GENE-040702-7
cabp2b	ZDB-GENE-081028-55
BX322618.2	
CR759843.2	
gng12a	ZDB-GENE-040426-2555
CZQB01146713.1	
mettl21a	ZDB-GENE-050320-145
twf2a	ZDB-GENE-030131-7638
CR753861.2	
CABZ01009248.1	
zgc:114104	
noxred1	ZDB-GENE-130530-573
chrna9	
parapinopsinb	ZDB-GENE-030616-134
PPM1K	
zgc:174906	ZDB-GENE-030131-6125
BX323080.1	
igl3v1	
slc29a3	ZDB-GENE-081107-66
myo9ab	ZDB-GENE-080424-6
BX279525.1	
rnf40	ZDB-GENE-030131-6607
flot1b	ZDB-GENE-020430-2
BX323800.1	
ptpra	ZDB-GENE-020107-1
dicp1.3-4	ZDB-GENE-120305-3
nubp2	ZDB-GENE-051023-10
si:ch73-338o16.4	
rtn1b	ZDB-GENE-030710-3
myl2b	ZDB-GENE-060331-137
med21	ZDB-GENE-040426-2763
CU638714.1	
CABZ01075627.1	
BX649641.4	
ppp1r3ca	ZDB-GENE-040718-70
tnika	ZDB-GENE-030131-3767
CR354549.3	
CR792437.1	
prf1.1	ZDB-GENE-111212-2
BX511142.1	
ripk2	ZDB-GENE-030902-3
plpp3	ZDB-GENE-060526-241
gadd45aa	ZDB-GENE-040426-1501
BX000477.7	
CABZ01078155.1	
cpamd8	ZDB-GENE-050208-428
BX914219.4	
rab14l	ZDB-GENE-040426-1207
CR450809.1	
fstb	ZDB-GENE-031118-139
CR450764.8	
slc13a5a	ZDB-GENE-030131-4628
hoxa13a	ZDB-GENE-990415-5
BX004840.1	
CR381579.4	
nme3	ZDB-GENE-000210-34
si:dkey-57a22.15	ZDB-GENE-081104-427
si:rp71-1h20.9	
si:dkey-108k21.14	
BX005329.1	
BX000477.10	
ogal	ZDB-GENE-110914-153
si:dkeyp-82h4.3	
pimr28	
BX901952.1	
gls2a	ZDB-GENE-081105-57
CU929379.1	
znf1059	ZDB-GENE-030131-8437
vps37b	
mybpha	ZDB-GENE-040426-1531
sumo3a	ZDB-GENE-040426-2133
cryzl1	ZDB-GENE-040718-378
apaf1	ZDB-GENE-000616-4
tuba8l	
wnt4b	ZDB-GENE-000411-1
ppa1a	ZDB-GENE-040426-1695
CU856222.1	
BX548044.6	
CU651662.1	
BX005069.1	
spartb	ZDB-GENE-060825-146
BX465864.2	
BX296551.1	
CR932980.2	
CU183074.1	
afap1l1a	ZDB-GENE-050913-76
bcs1l	ZDB-GENE-040426-938
si:dkey-193b15.5	
CR848026.1	
si:ch73-301j1.1	
arhgap19	ZDB-GENE-100922-157
ftr06	ZDB-GENE-070912-228
rlim	ZDB-GENE-120809-2
tns2a	ZDB-GENE-090312-163
AL935126.2	
rpsa	ZDB-GENE-040426-811
fam160b2	
AL845306.2	
BX004794.1	
stx12l	ZDB-GENE-110715-1
BX005442.4	
abcg2c	ZDB-GENE-050517-37
magi3b	
CR376785.1	
si:dkey-23a13.17	ZDB-GENE-160113-52
becn1	ZDB-GENE-040426-1666
elk1	ZDB-GENE-090529-5
si:ch1073-185p12.2	
taar19j	ZDB-GENE-091116-24
phox2a	ZDB-GENE-000223-14
si:ch211-28p3.3	
si:dkey-27j5.10	
si:dkey-76d14.2	
si:ch73-233f7.7	
or137-1	
tyw3	ZDB-GENE-040718-355
CABZ01031870.1	
tshz2	ZDB-GENE-100322-2
marveld3	ZDB-GENE-040426-1641
CU550697.1	
stard8	ZDB-GENE-030131-9447
pcyt1ba	ZDB-GENE-061220-4
lef1	ZDB-GENE-990714-26
BX908782.2	
BX957362.2	
tmub2	ZDB-GENE-030616-254
TESK1	
BX649641.1	
gpd1l	ZDB-GENE-041010-220
CR361551.1	
CU467865.1	
KLHL28	
coq5	ZDB-GENE-040912-5
LO018432.1	
psmd4a	ZDB-GENE-040625-104
ywhag2	ZDB-GENE-061023-2
CU550719.2	
CR382300.1	
CR931802.3	
irgf3	ZDB-GENE-051212-6
iqch	ZDB-GENE-050419-242
AL928740.1	
si:dkey-57k2.7	
BX537168.1	
sumf2	ZDB-GENE-041010-55
kdm4ab	ZDB-GENE-030131-6279
zgc:64051	ZDB-GENE-040426-1349
aldoab	ZDB-GENE-040426-2299
agrn	ZDB-GENE-030131-1033
p2rx1	ZDB-GENE-030319-1
BX005022.1	
si:dkey-26i13.5	
si:dkey-5i3.1	
adma	ZDB-GENE-120221-5
chia.3	ZDB-GENE-040426-2891
FP102887.1	
si:ch211-196p9.1	ZDB-GENE-141216-207
abcg2a	ZDB-GENE-050517-35
CR388390.13	
vtg2	ZDB-GENE-001201-2
zgc:66472	ZDB-GENE-030131-5705
gfral	ZDB-GENE-110607-2
LO018205.3	
stk25b	ZDB-GENE-040426-2537
gnal2	ZDB-GENE-040718-441
zgc:112185	ZDB-GENE-050320-14
polr3glb	ZDB-GENE-041010-32
si:dkey-201k7.1	
stmn1b	ZDB-GENE-050417-397
si:dkey-6n6.1	ZDB-GENE-060503-80
tmem186	ZDB-GENE-081022-122
cmtr1	ZDB-GENE-040426-696
mmd2a	ZDB-GENE-081104-52
mir1-1	ZDB-MIRNAG-041228-15
guca1c	ZDB-GENE-030829-1
cox6c	ZDB-GENE-040724-95
prr16	ZDB-GENE-070724-2
smu1a	ZDB-GENE-040426-916
CR848003.1	
dctn5	ZDB-GENE-040718-201
fgf5	ZDB-GENE-050201-6
znf991	
snrpe	ZDB-GENE-040426-1112
si:ch211-187g4.1	
mpx	ZDB-GENE-030131-9460
CU929319.1	
dre-mir-221	ZDB-MIRNAG-041217-16
pip4p1b	ZDB-GENE-121214-195
ak7b	ZDB-GENE-050309-170
nrip2	ZDB-GENE-030131-9425
FO834800.1	
BX511306.1	
anpepa	ZDB-GENE-130530-595
hoga1	ZDB-GENE-040426-2242
BX119926.1	
oscp1a	ZDB-GENE-080204-2
ELOB	
exoc5	ZDB-GENE-080204-126
si:dkey-4e4.1	
crb2b	ZDB-GENE-060610-1
st3gal5	ZDB-GENE-060322-1
zgc:153499	ZDB-GENE-060825-234
prkceb	ZDB-GENE-081028-47
zgc:136872	ZDB-GENE-060421-5204
cap2	ZDB-GENE-040426-1758
BX119314.1	
exoc7	ZDB-GENE-040426-2752
hoxb1a	ZDB-GENE-990415-101
znf1152	
hao1	ZDB-GENE-060519-2
aig1	ZDB-GENE-041014-358
si:dkey-73p2.3	
CT863714.2	
lhfpl2a	ZDB-GENE-040426-1839
dguok	ZDB-GENE-040625-14
cacng4b	ZDB-GENE-120104-6
FO907094.1	
en2a	ZDB-GENE-980526-167
trim16	ZDB-GENE-090512-6
nt5e	ZDB-GENE-040426-1261
BX511166.1	
txndc5	ZDB-GENE-040426-1951
CR377211.4	
stx7l	ZDB-GENE-041014-35
AL929345.3	
akap6	ZDB-GENE-120207-2
CABZ01079179.1	
KIRREL3	
nnr	ZDB-GENE-030128-1
CABZ01039424.1	
si:ch73-170d6.4	ZDB-GENE-161017-92
omgb	ZDB-GENE-110628-1
mob1bb	ZDB-GENE-050522-58
ifi35	ZDB-GENE-100311-2
ppp3ccb	ZDB-GENE-070112-1102
zdhhc11	
slc6a4b	ZDB-GENE-060314-2
znf1068	ZDB-GENE-080215-12
ilvbl	ZDB-GENE-040426-1623
tmc2a	ZDB-GENE-060526-280
fgfrl1a	ZDB-GENE-040128-2
selenoo1	ZDB-GENE-030131-4485
znf1058	
CABZ01094390.1	
BX537308.2	
trappc8	ZDB-GENE-130530-601
slc9a7	ZDB-GENE-050913-8
CR376740.2	
ache	ZDB-GENE-010906-1
letmd1	ZDB-GENE-080723-8
hoxc8a	ZDB-GENE-990415-114
CABZ01068862.1	
FQ323119.1	
zte38	ZDB-GENE-060312-39
sppl3	ZDB-GENE-050913-71
si:dkey-37o8.1	
CABZ01005379.1	
fkbp9	ZDB-GENE-040801-23
egr2b	ZDB-GENE-980526-283
tram1	ZDB-GENE-021011-1
BX545917.6	
CR318588.3	
BX324007.2	
trdc	ZDB-GENE-170601-8
gpr101	ZDB-GENE-070914-1
si:ch211-155o21.3	
ndfip1l	ZDB-GENE-040718-207
tgfa	ZDB-GENE-040724-208
CR855300.2	
ift80	ZDB-GENE-041212-50
cbfa2t3	ZDB-GENE-070209-2
si:dkey-202g17.3	ZDB-GENE-131127-371
srrt	ZDB-GENE-020419-13
yme1l1b	ZDB-GENE-070410-25
coq8aa	ZDB-GENE-040718-487
ythdc1	ZDB-GENE-041114-114
usp48	ZDB-GENE-050522-197
BX294165.2	
si:dkey-93h22.7	ZDB-GENE-141216-252
cass4	ZDB-GENE-110131-9
CABZ01057159.1	
dre-mir-15a-1	
si:dkey-163f14.6	ZDB-GENE-141215-18
CU896674.1	
RAB19	
akt3a	ZDB-GENE-050419-180
BX323559.2	
zgc:162730	ZDB-GENE-030131-6366
nfrkb	ZDB-GENE-030131-6419
klhl8	ZDB-GENE-070209-226
CT573408.1	
ddx49	ZDB-GENE-031030-3
cbll1	ZDB-GENE-040426-691
CU695199.1	
laptm4b	ZDB-GENE-030616-616
net1	ZDB-GENE-041121-18
si:ch73-90p23.1	ZDB-GENE-131121-421
FQ378040.1	
ppm1g	ZDB-GENE-030425-4
efna5a	ZDB-GENE-001128-1
ddx11	ZDB-GENE-041114-191
tomm22	ZDB-GENE-030131-9810
zgc:136971	ZDB-GENE-060421-3674
tle2a	ZDB-GENE-030131-2826
tm2d3	ZDB-GENE-070620-20
dlgap3	ZDB-GENE-060503-413
shroom3	ZDB-GENE-120817-1
pdia4	ZDB-GENE-030131-5493
mtmr10	ZDB-GENE-061103-52
CR749178.1	
sec16b	ZDB-GENE-050208-274
CABZ01070359.1	
arpc4	ZDB-GENE-010724-9
CR385077.2	
si:ch211-76m11.3	
si:dkey-124l13.1	
CR382384.1	
slc16a3	
psip1a	ZDB-GENE-050522-104
gnao1a	ZDB-GENE-040426-1757
rdh14b	ZDB-GENE-030131-6605
zgc:162611	ZDB-GENE-070410-87
wdr32	ZDB-GENE-040426-2314
nrg1	ZDB-GENE-050302-113
tmppe	ZDB-GENE-061013-104
BX901930.1	
BX005372.1	
tbc1d24	ZDB-GENE-050809-65
si:ch211-196h16.12	
si:dkey-203a12.7	
ppp4r2a	ZDB-GENE-030131-4922
CR847530.1	
thsd7bb	ZDB-GENE-090708-2
GPATCH2	
BX571940.1	
si:ch73-237c6.1	ZDB-GENE-081105-55
CT573006.1	
CR555297.1	
glod4	ZDB-GENE-040912-38
zgc:165573	ZDB-GENE-070615-27
ifng1	ZDB-GENE-040629-1
smtlb	ZDB-GENE-060123-1
CR932018.1	
nemp1	ZDB-GENE-090313-182
paics	ZDB-GENE-030131-9762
cars1	ZDB-GENE-030328-29
cdc42ep4a	ZDB-GENE-040704-22
si:dkey-199f5.4	
CR936972.1	
pcdh1a	ZDB-GENE-091116-32
ap2s1	ZDB-GENE-040426-2174
her4.4	ZDB-GENE-081031-104
cep112	ZDB-GENE-120104-2
dnajb12a	ZDB-GENE-030131-2725
pimr156	ZDB-GENE-081028-36
si:ch211-218m3.19	
CR388168.1	
mta3	ZDB-GENE-030131-6485
xrn1	ZDB-GENE-040426-1203
chac2	ZDB-GENE-050706-146
nudt18	ZDB-GENE-050417-388
mrpl27	ZDB-GENE-050522-129
nkx2.4a	ZDB-GENE-030131-6336
apba2a	ZDB-GENE-121107-1
dmgdh	ZDB-GENE-080227-8
BX649487.2	
zgc:101130	ZDB-GENE-040801-72
si:zfos-405g10.4	
tph1b	ZDB-GENE-030805-6
gadd45ga	ZDB-GENE-040426-1882
or111-3	
or124-1	
ankdd1b	ZDB-GENE-060526-136
zgc:113333	ZDB-GENE-050320-57
gbx2	ZDB-GENE-020509-2
BX936420.1	
osbp2	
vps54	ZDB-GENE-081022-176
acta2	ZDB-GENE-030131-1229
dicp2.1	ZDB-GENE-120306-16
pigt	ZDB-GENE-090313-46
si:ch211-89o9.4	ZDB-GENE-090313-134
si:dkeyp-90h9.1	
FP236741.1	
zgc:171772	ZDB-GENE-070928-31
znf1141	ZDB-GENE-110913-35
itprid2	ZDB-GENE-090824-1
adgrg6	ZDB-GENE-041014-357
proser1	ZDB-GENE-111003-1
zgc:92360	ZDB-GENE-040718-470
AL929172.2	
BX119992.1	
rsph9	ZDB-GENE-051120-129
si:dkey-156k2.7	
xkrx	ZDB-GENE-041114-108
tardbp	
or106-5	
taar10d	ZDB-GENE-041014-97
erc1a	ZDB-GENE-091214-5
mtmr7b	ZDB-GENE-050913-66
cyp19a1a	ZDB-GENE-990415-43
zgc:111983	ZDB-GENE-050417-335
kif5c	ZDB-GENE-081105-14
micu2	ZDB-GENE-030131-3374
si:dkey-148h10.5	
sms	ZDB-GENE-040625-150
taar20a	
got2b	ZDB-GENE-030131-7917
BX000981.2	
phax	ZDB-GENE-040822-42
BX324119.1	
hirip3	ZDB-GENE-030131-5753
C23H1orf52	
macc1	ZDB-GENE-091006-3
tmem163a	ZDB-GENE-081104-429
lrba	ZDB-GENE-090311-19
CU929317.2	
CT027759.1	
ccr6b	ZDB-GENE-030131-8888
opa1	ZDB-GENE-041114-7
rdh1	ZDB-GENE-030912-15
pgm2	ZDB-GENE-040426-2218
pde4bb	ZDB-GENE-070912-454
hbba1	ZDB-GENE-990415-18
tnfaip8l2a	ZDB-GENE-060616-38
zswim5	ZDB-GENE-030925-30
pxdc1a	
elavl4	ZDB-GENE-990415-246
trhde.2	ZDB-GENE-070705-89
pdk1	ZDB-GENE-091204-402
pik3r6b	ZDB-GENE-120524-1
cdc14aa	ZDB-GENE-040426-1214
hspb9	ZDB-GENE-080214-6
tbc1d10ab	ZDB-GENE-081105-145
atp5meb	ZDB-GENE-051130-1
si:dkey-165a24.9	ZDB-GENE-141209-1
urod	ZDB-GENE-000208-18
si:dkey-96f10.1	ZDB-GENE-090312-154
CR855311.2	
AL845512.1	
lrrc73	ZDB-GENE-111118-2
znf536	ZDB-GENE-030616-624
adipoqb	ZDB-GENE-060825-220
LO017960.1	
rnf130	ZDB-GENE-050522-525
atn1	ZDB-GENE-030131-426
si:ch211-15j1.5	ZDB-GENE-081031-11
dhx40	ZDB-GENE-080507-1
zbtb34	ZDB-GENE-050624-2
BX649204.1	
edf1	ZDB-GENE-040426-1710
BX005313.1	
CR450785.21	
hsd11b1la	ZDB-GENE-040426-1002
znf296	ZDB-GENE-050419-201
mkln1	ZDB-GENE-030131-3942
CU655870.1	
BX784032.1	
trip4	ZDB-GENE-040724-92
BX663606.1	
si:ch211-151p13.8	
si:dkey-3h2.4	
tigarb	ZDB-GENE-040426-885
vps35l	ZDB-GENE-070521-7
CR392046.1	
ca15b	ZDB-GENE-040426-2222
cabin1	ZDB-GENE-030131-1735
vtnb	ZDB-GENE-041116-1
CU137681.5	
