gene_name,sample,start,end
rbm39a,TDR126,24339065,24340264
si:ch211-15p9.2,TDR126,24346335,24347790
nfs1,TDR126,24348096,24348740
si:ch211-15p9.2,TDR126,24348096,24348740
dvl1b,TDR126,24427495,24428653
mxra8a,TDR126,24458417,24458950
slc2a10,TDR126,2455820,2456823
tp53rk,TDR126,2457858,2458766
inavab,TDR126,24728656,24729346
rnpep,TDR126,24757899,24758242
rnpep,TDR126,24758515,24759541
cyb5r1,TDR126,24785733,24786701
adipor1a,TDR126,24798744,24799310
adipor1a,TDR126,24799610,24800858
rabif,TDR126,24815443,24816746
ipo9,TDR126,24851188,24852049
timm17a,TDR126,24899843,24900611
sulf2a,TDR126,24906043,24907575
zgc:92107,TDR126,24993969,24995091
dgkab,TDR126,2506376,2507143
ndrg3a,TDR126,25064074,25064878
trpc4apa,TDR126,25156974,25158708
mir499a,TDR126,25206084,25207024
myh7ba,TDR126,25212956,25213674
snai1a,TDR126,25256680,25257648
tp53inp2,TDR126,25259398,25260817
top1l,TDR126,25295847,25297400
fam83d,TDR126,25327786,25328723
mafbb,TDR126,25382995,25384356
adnpa,TDR126,25403017,25404317
gata1a,TDR126,25418422,25419319
si:dkey-13a21.4,TDR126,25429417,25429968
opn1sw2,TDR126,25472240,25472794
cnpy2,TDR126,2548030,2549262
opn1lw2,TDR126,25480659,25481045
gnl3l,TDR126,25485154,25486125
cnpy2,TDR126,2549875,2550350
zgc:113184,TDR126,2554280,2555759
ccdc120,TDR126,25595489,25596143
comtb,TDR126,25618626,25620153
grm6b,TDR126,25633139,25634378
otud5b,TDR126,25680345,25682131
skib,TDR126,25828405,25829946
tmem51b,TDR126,25852371,25853400
nab2,TDR126,2593272,2594161
nab2,TDR126,2594462,2594664
kaznb,TDR126,26039926,26041329
zgc:193807,TDR126,2632081,2632986
zgc:193807,TDR126,2633615,2633840
foxj3,TDR126,26361081,26362442
ppcs,TDR126,26361081,26362442
ppcs,TDR126,26362989,26363560
cpne1,TDR126,26375040,26376562
utp3,TDR126,26375040,26376562
rbm12,TDR126,26379833,26380612
st3gal8,TDR126,26576465,26576861
dynlrb1,TDR126,26603831,26604422
map1lc3a,TDR126,26608865,26609908
sp1,TDR126,26652,29256
acad9,TDR126,26701097,26702027
b3galt6,TDR126,2687243,2687635
tmem167b,TDR126,2699273,2700311
alas1,TDR126,269952,270561
mapk14b,TDR126,2709911,2711127
alas1,TDR126,271187,271732
hdac11,TDR126,27133365,27134047
wnt7aa,TDR126,27500336,27501243
mirlet7a-1,TDR126,27503165,27503894
ptpdc1a,TDR126,27537077,27537886
barx1,TDR126,27542918,27543671
srpk1b,TDR126,2762093,2763524
phf2,TDR126,27701032,27702912
cstf1,TDR126,27826871,27827654
alpl,TDR126,27967975,27969351
ece1,TDR126,28049859,28050697
guca2b,TDR126,28079324,28080066
ephb2b,TDR126,28217607,28219006
dhrs3b,TDR126,28613933,28614795
aadacl4,TDR126,28616203,28616637
igsf21a,TDR126,29080978,29082613
mettl1,TDR126,295449,297164
slc11a2,TDR126,295449,297164
zgc:171818,TDR126,29569343,29569643
zgc:171818,TDR126,29570071,29570309
rpl22,TDR126,29656514,29658537
nr0b1,TDR126,29685056,29686018
plekha3,TDR126,29767400,29768192
rpgrb,TDR126,29770707,29771996
dynlt3,TDR126,29789489,29789692
dynlt3,TDR126,29790286,29790949
cybb,TDR126,29817097,29817359
xk,TDR126,29832783,29833991
vegfd,TDR126,29916505,29917452
pir,TDR126,29935551,29937076
il1fma,TDR126,29965782,29965981
ace2,TDR126,29996010,29996801
cpne5b,TDR126,3005406,3006490
cdkl5,TDR126,30160589,30161819
cdkl5,TDR126,30162131,30162372
rs1a,TDR126,30244073,30244460
ppef1,TDR126,30252770,30254264
ugt1b7,TDR126,30294759,30295379
ugt1b7,TDR126,30295528,30297146
ugt1b6p,TDR126,30297756,30297957
ugt1b6p,TDR126,30298387,30299160
ugt1b4,TDR126,30306386,30306718
ugt1b3,TDR126,30308636,30309227
ugt1b3,TDR126,30310020,30311042
ugt1b2,TDR126,30314791,30315137
ugt1b1,TDR126,30320409,30321712
cflara,TDR126,30340550,30341791
tmem169a,TDR126,30351393,30352481
pecr,TDR126,30364483,30365213
tmem178,TDR126,30513589,30514947
tmem246,TDR126,30635707,30636860
tpcn3,TDR126,30646897,30647743
slc22a7a,TDR126,30729638,30730025
wdr83os,TDR126,30743796,30744673
cacna1ab,TDR126,30816537,30817075
cacna1ab,TDR126,30817609,30818166
poc1a,TDR126,308675,309560
ier2b,TDR126,31038572,31039709
man2b1,TDR126,31275401,31276201
sipa1l2,TDR126,31380111,31380576
egln1b,TDR126,31557097,31557472
egln1b,TDR126,31557827,31559797
zgc:162816,TDR126,31609097,31610026
diaph3,TDR126,31679399,31679621
diaph3,TDR126,31680280,31681054
mir724,TDR126,3176249,3177047
timeless,TDR126,3209475,3212010
pmela,TDR126,3253555,3253854
pmela,TDR126,3254168,3254656
pcdh17,TDR126,32722827,32723072
pcdh17,TDR126,32723197,32724303
cyp27b1,TDR126,328803,330050
cdk2,TDR126,3307810,3309755
sarnp,TDR126,3307810,3309755
prph,TDR126,3333604,3334699
tuba2,TDR126,3343153,3344407
lims1,TDR126,33617257,33618706
lims1,TDR126,33619468,33619960
suox,TDR126,3365779,3366985
mcrs1,TDR126,3380650,3382135
spoplb,TDR126,33817482,33818972
nxph2b,TDR126,33857664,33857897
tmem44,TDR126,34218340,34219307
lsg1,TDR126,34232205,34233067
fam43a,TDR126,34234828,34236456
pfkfb4a,TDR126,34571869,34572900
mapkapk3,TDR126,34628146,34629395
slc38a3a,TDR126,34823674,34824833
gnai2a,TDR126,34920892,34922633
acap3b,TDR126,3494083,3495082
inka1a,TDR126,35048537,35049437
inka1a,TDR126,35049844,35050369
mon1a,TDR126,35170651,35171550
traip,TDR126,35170651,35171550
ddx19,TDR126,3534424,3536364
pdrg1,TDR126,354723,355605
si:dkey-33m11.6,TDR126,3550866,3552147
arl8bb,TDR126,35756002,35756597
bhlhe40,TDR126,35762808,35763542
setmar,TDR126,36039884,36040723
brk1,TDR126,36045785,36046606
gpx1a,TDR126,36050529,36051468
grm2b,TDR126,36180391,36180690
rrp9,TDR126,36229312,36230713
rrp9,TDR126,36231092,36231351
nfya,TDR126,36278779,36279775
itih3a,TDR126,3629752,3629951
itih3a,TDR126,3629983,3630301
sort1a,TDR126,36340526,36341394
psma5,TDR126,36349857,36351140
psma5,TDR126,36351382,36351589
sypl2a,TDR126,36354929,36356225
atxn7l2a,TDR126,36378487,36380057
cyb561d1,TDR126,36408762,36409915
parapinopsinb,TDR126,36777419,36777807
cacna1da,TDR126,36963612,36964329
itih3b,TDR126,37177869,37178088
hp1bp3,TDR126,37611520,37613225
sh2d5,TDR126,37638655,37639515
zgc:158258,TDR126,37692211,37692969
snrpe,TDR126,37719505,37720904
yod1,TDR126,37719505,37720904
sox13,TDR126,37768079,37768870
etnk2,TDR126,37879696,37881073
mir135c-1,TDR126,38175029,38175552
mfsd4aa,TDR126,38428921,38429684
elk4,TDR126,38491563,38493288
slc45a3,TDR126,38533370,38533623
nucks1a,TDR126,38552612,38554117
gata2a,TDR126,3859760,3861531
cldn19,TDR126,39044242,39045090
rpn1,TDR126,3906450,3908117
zgc:112255,TDR126,39106167,39107202
ap5b1,TDR126,39118491,39119193
cdc42,TDR126,39119991,39120838
wnt4,TDR126,39201606,39203108
wnt4,TDR126,39203495,39203786
gnl3,TDR126,3958726,3959841
glt8d1,TDR126,3987266,3988056
spcs1,TDR126,3988462,3989553
vamp3,TDR126,39928538,39929197
per3,TDR126,39957493,39958126
per3,TDR126,39958373,39959684
uts2b,TDR126,40029883,40030475
tnfrsf9b,TDR126,40100705,40101324
znf362a,TDR126,40203446,40204456
nek4,TDR126,4023569,4024146
trim62.1,TDR126,40418409,40419337
tnfrsf1b,TDR126,40456588,40457278
prxl2b,TDR126,40646743,40647455
ccdc114,TDR126,40726977,40728544
tas1r3,TDR126,40743020,40743346
errfi1a,TDR126,40831024,40832536
svbp,TDR126,41063433,41063879
svbp,TDR126,41064248,41064944
zgc:175088,TDR126,41083704,41084653
mrps16,TDR126,41222502,41223823
pax7a,TDR126,41242821,41243213
park7,TDR126,41458700,41459035
park7,TDR126,41459458,41460178
ccdc3b,TDR126,4174379,4175813
akr7a3,TDR126,41838460,41839291
mrto4,TDR126,41852511,41854112
aldh4a1,TDR126,41935011,41936707
her15.1,TDR126,41982069,41982460
her15.2,TDR126,41996091,41996368
si:ch211-193l2.6,TDR126,42013387,42014205
slmapa,TDR126,42416920,42418485
dennd6aa,TDR126,42422472,42423363
arf4b,TDR126,42472088,42472798
zgc:110286,TDR126,42477765,42478283
arf4a,TDR126,42493920,42494747
pde12,TDR126,42524608,42525559
rps23,TDR126,42555893,42556780
appl1,TDR126,42600274,42600922
hesx1,TDR126,42631970,42632539
il17rd,TDR126,42640993,42641786
zgc:194981,TDR126,42730234,42730956
tdrd3,TDR126,42765139,42766305
pcdh20,TDR126,42918454,42919136
foxg1b,TDR126,43113233,43115222
sptbn1,TDR126,43225582,43226846
sult6b1,TDR126,43374753,43375827
vipb,TDR126,43400914,43401620
tmem63bb,TDR126,43473140,43474051
gli2b,TDR126,43549863,43550857
ralbb,TDR126,43740853,43741508
nuf2,TDR126,437984,438698
rab43,TDR126,439775,441236
clcn4,TDR126,44162716,44163546
gnb4b,TDR126,44225090,44226962
filip1l,TDR126,44279286,44280316
zgc:158270,TDR126,44315927,44316486
zgc:158270,TDR126,44316926,44318041
srsf7b,TDR126,44355338,44357286
mfn1b,TDR126,44485252,44486742
ero1b,TDR126,44501297,44503052
ero1b,TDR126,44503312,44503896
rbm34,TDR126,44616700,44617150
tbce,TDR126,44621922,44622947
tomm20b,TDR126,44646943,44647643
irf2bp2b,TDR126,44722614,44724004
map1lc3c,TDR126,44801430,44802006
strn,TDR126,44805192,44805961
opn6a,TDR126,44873108,44873855
eif4a3,TDR126,44896913,44898032
eif4a3,TDR126,44898173,44899692
zgc:171772,TDR126,44905642,44906999
pfklb,TDR126,44931347,44932218
pfklb,TDR126,44932512,44932907
orc2,TDR126,44945301,44947108
ldb1b,TDR126,44977992,44979038
ldb1b,TDR126,44999202,45000264
si:dkey-93h22.8,TDR126,45092231,45093556
cant1b,TDR126,45138005,45139057
cant1b,TDR126,45139536,45140188
afmid,TDR126,45148296,45149166
afmid,TDR126,45149731,45149930
tk1,TDR126,45152604,45153233
syngr2b,TDR126,45170644,45171670
tmc6b,TDR126,45218415,45219680
notum1b,TDR126,45251609,45253419
aspscr1,TDR126,45255544,45256069
notum1b,TDR126,45258841,45259493
pycr1b,TDR126,45287147,45288146
mafgb,TDR126,45299292,45300004
mafgb,TDR126,45300277,45301327
srsf11,TDR126,45387626,45388910
ankrd13c,TDR126,45419360,45420915
plaat1,TDR126,45421691,45421989
rfc4,TDR126,45434407,45435131
rfc4,TDR126,45435423,45435819
sos1,TDR126,45435423,45435819
sos1,TDR126,45436583,45437051
zgc:77375,TDR126,471279,472685
isy1,TDR126,485885,486691
ptprga,TDR126,4952940,4954141
cnbpb,TDR126,496527,498063
raf1b,TDR126,505965,506818
cse1l,TDR126,5468334,5469404
slc35e1,TDR126,5498868,5500493
pex11g,TDR126,5563124,5563662
r3hdm4,TDR126,5665558,5666478
mkrn2,TDR126,573719,574589
mkrn2,TDR126,574983,576207
ndufs7,TDR126,5841626,5842963
gamt,TDR126,5864142,5865840
dazap1,TDR126,5880155,5881580
col2a1b,TDR126,58884,60067
rps15,TDR126,5926290,5927512
dda1,TDR126,5952544,5954116
dda1,TDR126,5954336,5954928
tsen2,TDR126,595975,597064
gtpbp3,TDR126,6009675,6010706
plvapb,TDR126,6047976,6049052
babam1,TDR126,6068035,6068512
nr2f6b,TDR126,6114468,6114670
nr2f6b,TDR126,6114900,6116177
tax1bp3,TDR126,6135151,6135508
tax1bp3,TDR126,6135732,6137106
slc1a6,TDR126,6152084,6153340
ccl44,TDR126,6187943,6188646
pole4,TDR126,6205681,6206708
ccl25b,TDR126,6265452,6266001
ctns,TDR126,6281067,6281703
ranbp3a,TDR126,6294829,6296272
larp6b,TDR126,6452358,6453180
gadd45ba,TDR126,6454776,6455539
gadd45ba,TDR126,6455877,6457477
pparg,TDR126,668931,669666
rab3ab,TDR126,6817500,6818346
rab3ab,TDR126,6818688,6819217
lsm4,TDR126,6867340,6868566
ddx49,TDR126,6880241,6880900
klhl26,TDR126,6881543,6882549
crtc1b,TDR126,6902363,6903552
comp,TDR126,6969628,6970156
comp,TDR126,6970841,6971563
si:ch211-253b8.2,TDR126,6984878,6985572
zgc:173548,TDR126,6989084,6989748
timp4.2,TDR126,705676,705913
timp4.3,TDR126,713463,713897
bmp7a,TDR126,7138705,7139927
timp4.3,TDR126,714256,714641
smim7,TDR126,7156179,7156808
tmem38a,TDR126,7158084,7159342
thop1,TDR126,7182520,7183423
reep6,TDR126,7261172,7262347
zgc:113223,TDR126,7261172,7262347
diras1a,TDR126,7324243,7325580
adgrl4,TDR126,7410213,7410439
adgrl4,TDR126,7410721,7411688
syn2b,TDR126,762327,763392
tamm41,TDR126,778893,779850
vgll4b,TDR126,806037,806270
vgll4b,TDR126,807083,807324
ttll7,TDR126,8125267,8126938
prkacba,TDR126,8128933,8129199
prkacba,TDR126,8129505,8129952
samd13,TDR126,8151666,8151944
samd13,TDR126,8152423,8153736
uox,TDR126,8168500,8168721
tbl1xr1a,TDR126,8565541,8567669
hrh1,TDR126,901653,902243
hrh1,TDR126,903284,903726
nlgn1,TDR126,9948412,9948867
ngfrb,TDR126,10038450,10039412
slc4a1b,TDR126,10052965,10053342
si:dkeyp-118b1.2,TDR126,10115563,10117147
psmc5,TDR126,10163039,10163958
mpp2b,TDR126,10299564,10300279
pyyb,TDR126,10314910,10315225
pyyb,TDR126,10315858,10316442
polr3e,TDR126,1033511,1034601
tut1,TDR126,10351421,10352124
ndc80,TDR126,10365166,10366492
ndc80,TDR126,10366701,10366910
mki67,TDR126,10379915,10381564
eef2k,TDR126,10409020,10411047
mosmob,TDR126,10421119,10422467
uqcrc2b,TDR126,10440997,10441811
snu13b,TDR126,10443488,10444441
crym,TDR126,10448084,10448706
rac1a,TDR126,10474522,10476537
myof,TDR126,10566376,10567445
csf3a,TDR126,10631126,10631740
med24,TDR126,10674306,10675107
top2a,TDR126,10705119,10706980
sox8a,TDR126,1084693,1085363
raraa,TDR126,11080504,11082204
vps35l,TDR126,11167547,11168618
get4,TDR126,11305931,11306909
get4,TDR126,11307249,11307729
zgc:174164,TDR126,11349443,11350173
htra1b,TDR126,11456687,11457846
pemt,TDR126,1286000,1287080
cmn,TDR126,13117449,13118610
pelo,TDR126,13204818,13206606
ppp1cab,TDR126,13204818,13206606
atp2a1l,TDR126,13243696,13244630
irf9,TDR126,13281458,13283164
emc9,TDR126,13318296,13319501
psme2,TDR126,13318296,13319501
lsm5,TDR126,13336510,13337248
lsm5,TDR126,13337987,13339027
drosha,TDR126,13344412,13345405
ghdc,TDR126,13548329,13549693
stat5b,TDR126,13621847,13622162
oplah,TDR126,13652065,13652612
foxh1,TDR126,13728586,13729286
fkbp10b,TDR126,13907175,13908920
klhl11,TDR126,13965321,13966286
rasd1,TDR126,1398142,1399716
kbtbd2,TDR126,14149165,14150726
avl9,TDR126,14210146,14212067
mto1,TDR126,14214159,14214885
dnah9,TDR126,144512,145224
cops3,TDR126,1454649,1455367
becn1,TDR126,14555542,14556195
usp22,TDR126,1468528,1470085
neurod2,TDR126,14922697,14923206
pkmyt1,TDR126,15002298,15003224
adprh,TDR126,15148350,15149222
hexim1,TDR126,15565586,15568079
acbd4,TDR126,15619751,15620241
nmt1b,TDR126,15666563,15667601
znf281b,TDR126,16086978,16088100
ppp1r3cb,TDR126,16283232,16284226
pcgf5b,TDR126,16433554,16434978
ankrd1b,TDR126,16439910,16440848
rpp30,TDR126,16451029,16453245
ctslb,TDR126,16552768,16553763
si:dkey-239j18.2,TDR126,16552768,16553763
si:dkey-269i1.4,TDR126,16552768,16553763
si:dkey-26g8.5,TDR126,16552768,16553763
zgc:174153,TDR126,16552768,16553763
ctslb,TDR126,16554002,16554655
pank1b,TDR126,16554002,16554655
si:dkey-239j18.2,TDR126,16554002,16554655
si:dkey-269i1.4,TDR126,16554002,16554655
si:dkey-26g8.5,TDR126,16554002,16554655
zgc:174153,TDR126,16554002,16554655
zgc:174855,TDR126,16554002,16554655
ctslb,TDR126,16557987,16558521
pank1b,TDR126,16557987,16558521
si:dkey-239j18.2,TDR126,16557987,16558521
si:dkey-269i1.4,TDR126,16557987,16558521
si:dkey-26g8.5,TDR126,16557987,16558521
zgc:174153,TDR126,16557987,16558521
zgc:174154,TDR126,16557987,16558521
zgc:174855,TDR126,16557987,16558521
ctslb,TDR126,16589962,16591242
si:dkey-239j18.2,TDR126,16589962,16591242
si:dkey-269i1.4,TDR126,16589962,16591242
si:dkey-26g8.5,TDR126,16589962,16591242
zgc:174153,TDR126,16589962,16591242
ctslb,TDR126,16595292,16595808
pank1b,TDR126,16595292,16595808
si:dkey-239j18.2,TDR126,16595292,16595808
si:dkey-269i1.4,TDR126,16595292,16595808
si:dkey-26g8.5,TDR126,16595292,16595808
zgc:174153,TDR126,16595292,16595808
zgc:174154,TDR126,16595292,16595808
zgc:174855,TDR126,16595292,16595808
ctslb,TDR126,16615224,16616186
si:dkey-239j18.2,TDR126,16615224,16616186
si:dkey-269i1.4,TDR126,16615224,16616186
si:dkey-26g8.5,TDR126,16615224,16616186
zgc:174153,TDR126,16615224,16616186
ctslb,TDR126,16619621,16619955
si:dkey-239j18.2,TDR126,16619621,16619955
si:dkey-269i1.4,TDR126,16619621,16619955
si:dkey-26g8.5,TDR126,16619621,16619955
zgc:174153,TDR126,16619621,16619955
zgc:174855,TDR126,16619621,16619955
ctslb,TDR126,16636808,16637089
si:dkey-239j18.2,TDR126,16636808,16637089
si:dkey-269i1.4,TDR126,16636808,16637089
si:dkey-26g8.5,TDR126,16636808,16637089
zgc:174153,TDR126,16636808,16637089
ctslb,TDR126,16658751,16659615
si:dkey-239j18.2,TDR126,16658751,16659615
si:dkey-269i1.4,TDR126,16658751,16659615
si:dkey-26g8.5,TDR126,16658751,16659615
zgc:174153,TDR126,16658751,16659615
ctslb,TDR126,16715652,16717424
pank1b,TDR126,16715652,16717424
si:dkey-239j18.2,TDR126,16715652,16717424
si:dkey-269i1.4,TDR126,16715652,16717424
si:dkey-26g8.5,TDR126,16715652,16717424
zgc:174153,TDR126,16715652,16717424
zgc:174855,TDR126,16715652,16717424
ctslb,TDR126,16746088,16746689
si:dkey-239j18.2,TDR126,16746088,16746689
si:dkey-269i1.4,TDR126,16746088,16746689
si:dkey-26g8.5,TDR126,16746088,16746689
zgc:174153,TDR126,16746088,16746689
zgc:174855,TDR126,16746088,16746689
si:dkey-239j18.2,TDR126,16764382,16764898
si:dkey-269i1.4,TDR126,16764382,16764898
zgc:174154,TDR126,16764382,16764898
si:dkey-239j18.2,TDR126,16772763,16773439
ctslb,TDR126,16893292,16894999
pank1b,TDR126,16893292,16894999
si:dkey-239j18.2,TDR126,16893292,16894999
si:dkey-269i1.4,TDR126,16893292,16894999
si:dkey-26g8.5,TDR126,16893292,16894999
zgc:174153,TDR126,16893292,16894999
zgc:174154,TDR126,16893292,16894999
zgc:174855,TDR126,16893292,16894999
ctslb,TDR126,16922758,16923309
pank1b,TDR126,16922758,16923309
si:dkey-239j18.2,TDR126,16922758,16923309
si:dkey-269i1.4,TDR126,16922758,16923309
si:dkey-26g8.5,TDR126,16922758,16923309
zgc:174153,TDR126,16922758,16923309
zgc:174855,TDR126,16922758,16923309
ctslb,TDR126,16937590,16938602
pank1b,TDR126,16937590,16938602
si:dkey-239j18.2,TDR126,16937590,16938602
si:dkey-269i1.4,TDR126,16937590,16938602
si:dkey-26g8.5,TDR126,16937590,16938602
zgc:174153,TDR126,16937590,16938602
zgc:174154,TDR126,16937590,16938602
zgc:174855,TDR126,16937590,16938602
ctslb,TDR126,16940964,16941455
si:dkey-239j18.2,TDR126,16940964,16941455
si:dkey-269i1.4,TDR126,16940964,16941455
si:dkey-26g8.5,TDR126,16940964,16941455
zgc:174153,TDR126,16940964,16941455
zgc:174855,TDR126,16940964,16941455
ctslb,TDR126,16948926,16949132
pank1b,TDR126,16948926,16949132
si:dkey-239j18.2,TDR126,16948926,16949132
si:dkey-269i1.4,TDR126,16948926,16949132
si:dkey-26g8.5,TDR126,16948926,16949132
zgc:174153,TDR126,16948926,16949132
zgc:174855,TDR126,16948926,16949132
si:dkey-239j18.2,TDR126,16950661,16951487
zgc:174153,TDR126,16950661,16951487
pank1b,TDR126,16952870,16954735
si:dkey-239j18.2,TDR126,16952870,16954735
si:dkey-269i1.4,TDR126,16952870,16954735
si:dkey-26g8.5,TDR126,16952870,16954735
zgc:174153,TDR126,16952870,16954735
mir107,TDR126,16960155,16960588
slc16a12b,TDR126,16967174,16967912
ifit12,TDR126,16990841,16991048
LOC100537930,TDR126,17018334,17019152
ifit11,TDR126,17023801,17024186
ifit9,TDR126,17033665,17034977
ifit9,TDR126,17035250,17035746
ch25h,TDR126,17041650,17043366
acta2,TDR126,17099302,17099595
acta2,TDR126,17100062,17100573
ankrd22,TDR126,17154407,17154989
lipf,TDR126,17200481,17202145
rnls,TDR126,17200481,17202145
ptenb,TDR126,17422634,17425000
atad1b,TDR126,17436148,17437371
papss2b,TDR126,17478543,17479440
minpp1b,TDR126,17492054,17493122
eif2ak1,TDR126,17602020,17604151
rsph10b,TDR126,17619733,17620424
dlgap5,TDR126,17655009,17656134
dlgap5,TDR126,17656526,17656808
ccz1,TDR126,17685573,17686721
ccz1,TDR126,17687154,17687364
pvalb9,TDR126,17697582,17699465
pvalb3,TDR126,17706691,17708026
pvalb2,TDR126,17711546,17712514
mir338-2,TDR126,17726526,17727656
bhlha15,TDR126,17754358,17755002
baiap2l1a,TDR126,17862640,17863448
baiap2l1a,TDR126,17864003,17864273
nptx2b,TDR126,17896340,17897428
si:dkey-7e14.3,TDR126,18356743,18358190
tom1l2,TDR126,18407760,18409006
atpaf2,TDR126,18413583,18414606
atpaf2,TDR126,18415463,18415686
noxo1b,TDR126,18444958,18445914
msrb1b,TDR126,18528330,18529819
mlst8,TDR126,18542960,18544412
bricd5,TDR126,18560361,18561258
pgp,TDR126,18567765,18568939
zdhhc4,TDR126,18577304,18578760
grid2ipb,TDR126,18606191,18606390
rgs9b,TDR126,18681034,18681724
mrtfab,TDR126,18717759,18718590
desi1b,TDR126,18898011,18900107
xrcc6,TDR126,18898011,18900107
josd1,TDR126,18905875,18907684
l3mbtl2,TDR126,18970710,18971533
chadlb,TDR126,19006753,19007905
chadlb,TDR126,19008381,19008616
rangap1b,TDR126,19027024,19029207
aco2,TDR126,19118636,19119316
aco2,TDR126,19119782,19119985
tefa,TDR126,19151041,19152234
tefa,TDR126,19152544,19153555
cby1,TDR126,19188266,19188844
pdap1a,TDR126,19199375,19200574
tmem184ba,TDR126,19320292,19321348
maff,TDR126,19346115,19346807
tomm22,TDR126,19348144,19348847
dmc1,TDR126,19355450,19356239
gspt1,TDR126,19361873,19362971
rsl1d1,TDR126,19384051,19385554
sox9a,TDR126,1950590,1951892
shisa9a,TDR126,19864981,19865802
cpped1,TDR126,19866547,19867194
shisa9a,TDR126,19866547,19867194
ercc4,TDR126,19958342,19959730
ubald1a,TDR126,20119365,20121170
mgrn1a,TDR126,20122354,20122790
foxj1b,TDR126,20148189,20148614
foxj1b,TDR126,20148904,20150244
hbbe3,TDR126,20340239,20341000
hbae5,TDR126,20352238,20352490
aqp8a.1,TDR126,20372703,20374324
lcmt1,TDR126,20408650,20409876
gna13a,TDR126,20551657,20552898
snx11,TDR126,20615100,20616290
stx4,TDR126,20626457,20628173
calcoco2,TDR126,20640510,20642140
snf8,TDR126,20657419,20658527
st6galnac1.1,TDR126,20677923,20678129
st6galnac1.2,TDR126,20691237,20692229
ca10a,TDR126,21298170,21299378
mrpl27,TDR126,21683443,21684609
wnt3,TDR126,22258225,22259879
nsfb,TDR126,22354772,22357107
shbg,TDR126,22524095,22524375
capgb,TDR126,22576420,22576619
mfsd8,TDR126,22627565,22627882
mfsd8,TDR126,22628128,22629090
zcchc4,TDR126,22669311,22670437
cdca9,TDR126,22673928,22674144
rab18a,TDR126,22920356,22921847
mkxa,TDR126,23009036,23009593
mpp7a,TDR126,23320229,23321056
waca,TDR126,23371103,23372371
bambia,TDR126,23423303,23424568
svila,TDR126,23812174,23812671
psme4b,TDR126,23990421,23992670
chac2,TDR126,24059503,24060256
asb3,TDR126,24060575,24061648
chac2,TDR126,24060575,24061648
nrxn1a,TDR126,24341910,24342449
